"image","xmin","ymin","xmax","ymax","label"
"00_00000_00002.jpg",6.507981702670135,6.694453768394089,26.743887257405518,24.885763259903285,"Speed limit (20km/h)"
"00_00000_00007.jpg",6.081725368239025,8.452483538587686,33.130469160751844,28.19527023050466,"Speed limit (20km/h)"
"00_00000_00004.jpg",6.291475981668709,8.080509049412667,27.593850528492645,26.544243568054135,"Speed limit (20km/h)"
"00_00000_00005.jpg",6.590444625215463,6.573139443947906,28.50847135549668,25.2486846580934,"Speed limit (20km/h)"
"00_00000_00001.jpg",7.098473460243233,7.901931466559468,27.489431379277327,25.022420912402644,"Speed limit (20km/h)"
"00_00000_00008.jpg",3.7921059698807564,6.597036359746073,31.80279592413651,27.537029948249167,"Speed limit (20km/h)"
"00_00000_00010.jpg",3.848071378820083,6.420625618456333,33.72327467974495,31.360988722149514,"Speed limit (20km/h)"
"00_00000_00011.jpg",5.248627509550433,8.548202810784284,35.569047733719174,34.82975206384864,"Speed limit (20km/h)"
"00_00000_00013.jpg",5.646034027950697,6.054251401003096,38.07503871233815,34.307437573317,"Speed limit (20km/h)"
"00_00000_00014.jpg",3.2811299727052825,8.55527441007246,40.0501821350353,38.38943621720187,"Speed limit (20km/h)"
"00_00000_00016.jpg",5.214436054229736,5.666078031732795,43.634681224823,38.541671238588485,"Speed limit (20km/h)"
"00_00000_00017.jpg",5.244895577057808,7.981840825300051,47.00000000000001,43.943789301902456,"Speed limit (20km/h)"
"00_00000_00020.jpg",5.367538910059823,7.220577033474448,55.032749585929935,51.298548323384836,"Speed limit (20km/h)"
"00_00000_00019.jpg",5.089368732043541,6.968874953740464,53,47.43316531936287,"Speed limit (20km/h)"
"00_00000_00022.jpg",4.737677418513538,5.153221839538512,63,55.91629904258969,"Speed limit (20km/h)"
"00_00000_00023.jpg",4.928628455874138,9.629838922050562,65.76738336113063,64.64331154438521,"Speed limit (20km/h)"
"00_00000_00025.jpg",6.0828465863692855,8.90127678813681,79.98222918549845,79.67482488708184,"Speed limit (20km/h)"
"00_00000_00026.jpg",7.526758336192863,11.08792284146271,91.79324418750798,91.79775555214187,"Speed limit (20km/h)"
"00_00000_00028.jpg",6.8612481919292625,14.860931832895094,117.3983164511964,117.77811632166113,"Speed limit (20km/h)"
"00_00000_00029.jpg",10.025659615195437,13.949000295263023,141.3940660250525,138.49468975437307,"Speed limit (20km/h)"
"00_00001_00001.jpg",5.630177078013279,6.526507337685138,26.232927612678754,24.651279780667455,"Speed limit (20km/h)"
"00_00001_00002.jpg",6.5062343827122415,6.041615440360859,26.018408636938553,22.39650189377314,"Speed limit (20km/h)"
"00_00001_00004.jpg",7.7981777483401435,7.13599848528074,26.785378570089062,25.648188122446378,"Speed limit (20km/h)"
"00_00001_00005.jpg",8.063561350868234,8.348762488827886,27.04170789708887,26.92181514938713,"Speed limit (20km/h)"
"00_00001_00007.jpg",7.963715234762141,8.184899833764922,30.01318165804633,28.05611119645365,"Speed limit (20km/h)"
"00_00001_00010.jpg",7.256612647017751,5.916908895397089,34.16589197880462,27.490883691805255,"Speed limit (20km/h)"
"00_00001_00008.jpg",4.79028594627809,6.780601244294242,29.2027587890625,28.682017122761586,"Speed limit (20km/h)"
"00_00001_00011.jpg",5.4393140007467835,7.545901679408197,30.68912281709559,30.161775458455693,"Speed limit (20km/h)"
